loan_sequence_number,grade,grade_pd_longrun,grade_pd_final
F08Q40007785,C,0.0015,0.002
F08Q40007789,F,0.0098,0.011
F08Q40007797,E,0.006,0.0069
F08Q40007821,B,0.0012,0.0016
F08Q40007827,C,0.0015,0.002
F08Q40007847,E,0.006,0.0069
F08Q40007853,E,0.006,0.0069
F08Q40007866,C,0.0015,0.002
F08Q40007889,H,0.0236,0.0267
F08Q40007953,D,0.0025,0.0031
F08Q40007957,E,0.006,0.0069
F08Q40008002,C,0.0015,0.002
F08Q40008032,A,0.0005,0.0008
F08Q40008072,D,0.0025,0.0031
F08Q40008116,C,0.0015,0.002
F08Q40008118,G,0.0129,0.0143
F08Q40008126,H,0.0236,0.0267
F08Q40008134,F,0.0098,0.011
F08Q40008168,G,0.0129,0.0143
F08Q40008194,C,0.0015,0.002
F08Q40008210,E,0.006,0.0069
F08Q40008217,F,0.0098,0.011
F08Q40008222,G,0.0129,0.0143
F08Q40008231,D,0.0025,0.0031
F08Q40008238,A,0.0005,0.0008
F08Q40008268,G,0.0129,0.0143
F08Q40008283,H,0.0236,0.0267
F08Q40008289,E,0.006,0.0069
F08Q40008300,F,0.0098,0.011
F08Q40008317,C,0.0015,0.002
F08Q40008337,E,0.006,0.0069
F08Q40008342,B,0.0012,0.0016
F08Q40008356,C,0.0015,0.002
F08Q40008363,D,0.0025,0.0031
F08Q40008389,D,0.0025,0.0031
F08Q40008435,A,0.0005,0.0008
F08Q40008446,A,0.0005,0.0008
F08Q40008492,G,0.0129,0.0143
F08Q40008495,D,0.0025,0.0031
F08Q40008502,E,0.006,0.0069
F08Q40008515,D,0.0025,0.0031
F08Q40008534,D,0.0025,0.0031
F08Q40008653,D,0.0025,0.0031
F08Q40008700,B,0.0012,0.0016
F08Q40008744,B,0.0012,0.0016
F08Q40008747,C,0.0015,0.002
F08Q40008760,A,0.0005,0.0008
F08Q40008763,F,0.0098,0.011
F08Q40008764,A,0.0005,0.0008
F08Q40008809,E,0.006,0.0069
F08Q40008831,F,0.0098,0.011
F08Q40008832,D,0.0025,0.0031
F08Q40008843,F,0.0098,0.011
F08Q40008848,C,0.0015,0.002
F08Q40008849,C,0.0015,0.002
F08Q40008866,B,0.0012,0.0016
F08Q40008873,F,0.0098,0.011
F08Q40008965,E,0.006,0.0069
F08Q40008992,B,0.0012,0.0016
F08Q40009011,E,0.006,0.0069
F08Q40009027,A,0.0005,0.0008
F08Q40009040,C,0.0015,0.002
F08Q40009107,C,0.0015,0.002
F08Q40009117,G,0.0129,0.0143
F08Q40009120,E,0.006,0.0069
F08Q40009132,E,0.006,0.0069
F08Q40009185,F,0.0098,0.011
F08Q40009186,B,0.0012,0.0016
F08Q40009195,D,0.0025,0.0031
F08Q40009202,D,0.0025,0.0031
F08Q40009295,H,0.0236,0.0267
F08Q40009307,F,0.0098,0.011
F08Q40009327,C,0.0015,0.002
F08Q40009332,H,0.0236,0.0267
F08Q40009343,B,0.0012,0.0016
F08Q40009346,F,0.0098,0.011
F08Q40009376,F,0.0098,0.011
F08Q40009377,B,0.0012,0.0016
F08Q40009380,F,0.0098,0.011
F08Q40009414,F,0.0098,0.011
F08Q40009415,E,0.006,0.0069
F08Q40009447,C,0.0015,0.002
F08Q40009450,G,0.0129,0.0143
F08Q40009471,F,0.0098,0.011
F08Q40009504,E,0.006,0.0069
F08Q40009526,B,0.0012,0.0016
F08Q40009550,G,0.0129,0.0143
F08Q40009564,A,0.0005,0.0008
F08Q40009565,A,0.0005,0.0008
F08Q40009596,G,0.0129,0.0143
F08Q40009607,D,0.0025,0.0031
F08Q40009639,C,0.0015,0.002
F08Q40009656,C,0.0015,0.002
F08Q40009662,B,0.0012,0.0016
F08Q40009688,E,0.006,0.0069
F08Q40009693,B,0.0012,0.0016
F08Q40009696,H,0.0236,0.0267
F08Q40009706,H,0.0236,0.0267
F08Q40009732,E,0.006,0.0069
F08Q40009743,F,0.0098,0.011
F08Q40009772,C,0.0015,0.002
F08Q40009777,E,0.006,0.0069
F08Q40009784,E,0.006,0.0069
F08Q40009785,E,0.006,0.0069
F08Q40009795,F,0.0098,0.011
F08Q40009812,G,0.0129,0.0143
F08Q40009842,H,0.0236,0.0267
F08Q40009865,D,0.0025,0.0031
F08Q40009939,A,0.0005,0.0008
F08Q40009941,G,0.0129,0.0143
F08Q40009944,F,0.0098,0.011
F08Q40009956,A,0.0005,0.0008
F08Q40009984,D,0.0025,0.0031
F08Q40010025,A,0.0005,0.0008
F08Q40010048,F,0.0098,0.011
F08Q40010051,E,0.006,0.0069
F08Q40010161,F,0.0098,0.011
F08Q40010168,E,0.006,0.0069
F08Q40010185,B,0.0012,0.0016
F08Q40010200,G,0.0129,0.0143
F08Q40010216,B,0.0012,0.0016
F08Q40010218,H,0.0236,0.0267
F08Q40010230,C,0.0015,0.002
F08Q40010231,G,0.0129,0.0143
F08Q40010259,G,0.0129,0.0143
F08Q40010269,A,0.0005,0.0008
F08Q40010295,H,0.0236,0.0267
F08Q40010325,E,0.006,0.0069
F08Q40010340,C,0.0015,0.002
F08Q40010442,G,0.0129,0.0143
F08Q40010487,C,0.0015,0.002
F08Q40010506,B,0.0012,0.0016
F08Q40010508,C,0.0015,0.002
F08Q40010523,B,0.0012,0.0016
F08Q40010526,D,0.0025,0.0031
F08Q40010531,B,0.0012,0.0016
F08Q40010621,G,0.0129,0.0143
F08Q40010624,A,0.0005,0.0008
F08Q40010625,E,0.006,0.0069
F08Q40010626,E,0.006,0.0069
F08Q40010636,B,0.0012,0.0016
F08Q40010657,D,0.0025,0.0031
F08Q40010664,C,0.0015,0.002
F08Q40010672,D,0.0025,0.0031
F08Q40010680,E,0.006,0.0069
F08Q40010697,C,0.0015,0.002
F08Q40010702,A,0.0005,0.0008
F08Q40010705,D,0.0025,0.0031
F08Q40010731,C,0.0015,0.002
F08Q40010739,F,0.0098,0.011
F08Q40010755,F,0.0098,0.011
F08Q40010768,A,0.0005,0.0008
F08Q40010770,E,0.006,0.0069
F08Q40010771,A,0.0005,0.0008
F08Q40010786,D,0.0025,0.0031
F08Q40010874,A,0.0005,0.0008
F08Q40010896,B,0.0012,0.0016
F08Q40010944,E,0.006,0.0069
F08Q40010947,G,0.0129,0.0143
F08Q40010953,C,0.0015,0.002
F08Q40010974,E,0.006,0.0069
F08Q40011026,B,0.0012,0.0016
F08Q40011029,H,0.0236,0.0267
F08Q40011048,C,0.0015,0.002
F08Q40011086,A,0.0005,0.0008
F08Q40011114,E,0.006,0.0069
F08Q40011127,B,0.0012,0.0016
F08Q40011148,E,0.006,0.0069
F08Q40011175,H,0.0236,0.0267
F08Q40011189,B,0.0012,0.0016
F08Q40011200,A,0.0005,0.0008
F08Q40011206,B,0.0012,0.0016
F08Q40011209,A,0.0005,0.0008
F08Q40011214,B,0.0012,0.0016
F08Q40011225,E,0.006,0.0069
F08Q40011230,B,0.0012,0.0016
F08Q40011234,C,0.0015,0.002
F08Q40011240,A,0.0005,0.0008
F08Q40011241,F,0.0098,0.011
F08Q40011263,F,0.0098,0.011
F08Q40011267,A,0.0005,0.0008
F08Q40011288,C,0.0015,0.002
F08Q40011303,A,0.0005,0.0008
F08Q40011329,B,0.0012,0.0016
F08Q40011346,D,0.0025,0.0031
F08Q40011363,C,0.0015,0.002
F08Q40011370,E,0.006,0.0069
F08Q40011388,C,0.0015,0.002
F08Q40011404,B,0.0012,0.0016
F08Q40011411,B,0.0012,0.0016
